record_index,ticker,rule_prediction,rule_confidence,finbert_prediction,finbert_confidence,label,rule_correct,finbert_correct
475,AAPL,UP,0.78,UP,0.78,UP,1,1
476,AAPL,UP,0.78,UP,0.78,UP,1,1
477,AAPL,UP,0.81,UP,0.81,UP,1,1
478,AAPL,UP,0.78,UP,0.78,HOLD,0,0
479,AAPL,UP,0.81,UP,0.81,HOLD,0,0
480,AAPL,UP,0.78,UP,0.78,HOLD,0,0
481,AAPL,UP,0.78,UP,0.78,UP,1,1
482,AAPL,UP,0.81,UP,0.81,HOLD,0,0
483,AAPL,UP,0.78,UP,0.78,DOWN,0,0
484,AAPL,UP,0.81,UP,0.81,UP,1,1
485,AAPL,UP,0.78,UP,0.78,HOLD,0,0
486,AAPL,UP,0.81,UP,0.81,UP,1,1
487,AAPL,UP,0.81,UP,0.81,UP,1,1
488,AAPL,UP,0.78,UP,0.78,DOWN,0,0
489,AAPL,UP,0.81,UP,0.81,UP,1,1
490,AAPL,UP,0.81,UP,0.81,UP,1,1
491,AAPL,UP,0.81,UP,0.81,HOLD,0,0
492,AAPL,UP,0.78,UP,0.78,UP,1,1
493,AAPL,UP,0.78,UP,0.78,HOLD,0,0
494,AAPL,UP,0.81,UP,0.81,DOWN,0,0
495,AAPL,UP,0.81,UP,0.81,DOWN,0,0
496,AAPL,UP,0.73,UP,0.73,DOWN,0,0
497,AAPL,UP,0.76,UP,0.76,DOWN,0,0
498,AAPL,UP,0.76,UP,0.76,HOLD,0,0
499,AAPL,UP,0.73,UP,0.73,UP,1,1
500,AAPL,UP,0.76,UP,0.76,DOWN,0,0
501,AAPL,UP,0.73,UP,0.73,HOLD,0,0
502,AAPL,UP,0.73,UP,0.73,DOWN,0,0
503,AAPL,UP,0.76,UP,0.76,DOWN,0,0
504,AAPL,UP,0.73,UP,0.73,HOLD,0,0
505,AAPL,UP,0.73,UP,0.73,UP,1,1
506,AAPL,UP,0.76,UP,0.76,DOWN,0,0
507,AAPL,UP,0.76,UP,0.76,UP,1,1
508,AAPL,UP,0.73,UP,0.73,DOWN,0,0
509,AAPL,UP,0.76,UP,0.76,UP,1,1
510,AAPL,UP,0.73,UP,0.73,HOLD,0,0
511,AAPL,UP,0.73,UP,0.73,HOLD,0,0
512,AAPL,UP,0.73,UP,0.73,UP,1,1
513,AAPL,UP,0.76,UP,0.76,UP,1,1
514,AAPL,UP,0.78,UP,0.78,HOLD,0,0
515,AAPL,UP,0.78,UP,0.78,DOWN,0,0
516,AAPL,UP,0.81,UP,0.81,DOWN,0,0
517,AAPL,UP,0.81,UP,0.81,DOWN,0,0
518,AAPL,UP,0.73,UP,0.73,UP,1,1
519,AAPL,UP,0.73,UP,0.73,HOLD,0,0
520,AAPL,UP,0.73,UP,0.73,HOLD,0,0
521,AAPL,UP,0.73,UP,0.73,DOWN,0,0
522,AAPL,UP,0.76,UP,0.76,HOLD,0,0
523,AAPL,UP,0.73,UP,0.73,UP,1,1
524,AAPL,UP,0.76,UP,0.76,UP,1,1
525,AAPL,UP,0.78,UP,0.78,UP,1,1
526,AAPL,UP,0.81,UP,0.81,UP,1,1
527,AAPL,UP,0.78,UP,0.78,HOLD,0,0
528,AAPL,UP,0.81,UP,0.81,HOLD,0,0
529,AAPL,UP,0.78,UP,0.78,HOLD,0,0
530,AAPL,UP,0.81,UP,0.81,HOLD,0,0
531,AAPL,UP,0.81,UP,0.81,UP,1,1
532,AAPL,UP,0.78,UP,0.78,HOLD,0,0
533,AAPL,UP,0.78,UP,0.78,DOWN,0,0
534,AAPL,UP,0.73,UP,0.73,DOWN,0,0
535,AAPL,UP,0.73,UP,0.73,UP,1,1
536,AAPL,UP,0.76,UP,0.76,DOWN,0,0
537,AAPL,UP,0.73,UP,0.73,DOWN,0,0
538,AAPL,UP,0.76,UP,0.76,HOLD,0,0
539,AAPL,UP,0.73,UP,0.73,HOLD,0,0
540,AAPL,UP,0.73,UP,0.73,UP,1,1
541,AAPL,UP,0.76,UP,0.76,DOWN,0,0
542,AAPL,UP,0.76,UP,0.76,DOWN,0,0
543,AAPL,UP,0.76,UP,0.76,DOWN,0,0
544,AAPL,UP,0.73,UP,0.73,DOWN,0,0
545,AAPL,UP,0.73,UP,0.73,UP,1,1
546,AAPL,UP,0.73,UP,0.73,HOLD,0,0
547,AAPL,UP,0.73,UP,0.73,DOWN,0,0
548,AAPL,UP,0.73,UP,0.73,UP,1,1
549,AAPL,UP,0.76,UP,0.76,DOWN,0,0
550,AAPL,UP,0.78,UP,0.78,UP,1,1
551,AAPL,UP,0.81,UP,0.81,UP,1,1
552,AAPL,UP,0.78,UP,0.78,UP,1,1
553,AAPL,UP,0.78,UP,0.78,DOWN,0,0
554,AAPL,UP,0.78,UP,0.78,UP,1,1
555,AAPL,UP,0.81,UP,0.81,DOWN,0,0
556,AAPL,UP,0.76,UP,0.76,UP,1,1
557,AAPL,UP,0.81,UP,0.81,HOLD,0,0
558,AAPL,UP,0.73,UP,0.73,HOLD,0,0
559,AAPL,UP,0.78,UP,0.78,DOWN,0,0
560,AAPL,UP,0.76,UP,0.76,DOWN,0,0
561,AAPL,UP,0.76,UP,0.76,DOWN,0,0
562,AAPL,UP,0.76,UP,0.76,DOWN,0,0
563,AAPL,UP,0.73,UP,0.73,UP,1,1
564,AAPL,UP,0.76,UP,0.76,DOWN,0,0
565,AAPL,UP,0.73,UP,0.73,UP,1,1
566,AAPL,UP,0.78,UP,0.78,UP,1,1
567,AAPL,UP,0.81,UP,0.81,HOLD,0,0
568,AAPL,UP,0.78,UP,0.78,DOWN,0,0
569,AAPL,UP,0.76,UP,0.76,UP,1,1
570,AAPL,UP,0.78,UP,0.78,DOWN,0,0
571,AAPL,UP,0.73,UP,0.73,UP,1,1
572,AAPL,UP,0.76,UP,0.76,UP,1,1
573,AAPL,UP,0.78,UP,0.78,UP,1,1
574,AAPL,UP,0.78,UP,0.78,HOLD,0,0
575,AAPL,UP,0.78,UP,0.78,HOLD,0,0
576,AAPL,UP,0.81,UP,0.81,UP,1,1
577,AAPL,UP,0.78,UP,0.78,UP,1,1
578,AAPL,UP,0.81,UP,0.81,HOLD,0,0
579,AAPL,UP,0.81,UP,0.81,DOWN,0,0
580,AAPL,UP,0.76,UP,0.76,DOWN,0,0
581,AAPL,UP,0.73,UP,0.73,HOLD,0,0
582,AAPL,UP,0.73,UP,0.73,DOWN,0,0
583,AAPL,UP,0.76,UP,0.76,UP,1,1
584,AAPL,UP,0.73,UP,0.73,UP,1,1
585,AAPL,UP,0.73,UP,0.73,UP,1,1
586,AAPL,UP,0.81,UP,0.81,UP,1,1
587,AAPL,UP,0.78,UP,0.78,HOLD,0,0
588,AAPL,UP,0.78,UP,0.78,HOLD,0,0
589,AAPL,UP,0.78,UP,0.78,HOLD,0,0
590,AAPL,UP,0.81,UP,0.81,DOWN,0,0
591,AAPL,UP,0.73,UP,0.73,DOWN,0,0
592,AAPL,UP,0.73,UP,0.73,DOWN,0,0
593,AAPL,UP,0.76,UP,0.76,HOLD,0,0
594,AAPL,UP,0.73,UP,0.73,DOWN,0,0
595,AAPL,UP,0.76,UP,0.76,UP,1,1
596,AAPL,UP,0.73,UP,0.73,HOLD,0,0
597,AAPL,UP,0.73,UP,0.73,HOLD,0,0
598,AAPL,UP,0.76,UP,0.76,HOLD,0,0
599,AAPL,UP,0.76,UP,0.76,HOLD,0,0
600,AAPL,UP,0.78,UP,0.78,UP,1,1
601,AAPL,UP,0.81,UP,0.81,HOLD,0,0
602,AAPL,UP,0.78,UP,0.78,DOWN,0,0
603,AAPL,UP,0.81,UP,0.81,UP,1,1
604,AAPL,UP,0.78,UP,0.78,DOWN,0,0
605,AAPL,UP,0.76,UP,0.76,UP,1,1
606,AAPL,UP,0.73,UP,0.73,DOWN,0,0
607,AAPL,UP,0.76,UP,0.76,HOLD,0,0
608,AAPL,UP,0.73,UP,0.73,DOWN,0,0
609,AAPL,UP,0.76,UP,0.76,UP,1,1
610,AAPL,UP,0.73,UP,0.73,DOWN,0,0
611,AAPL,UP,0.73,UP,0.73,HOLD,0,0
612,AAPL,UP,0.76,UP,0.76,UP,1,1
613,AAPL,UP,0.81,UP,0.81,HOLD,0,0
614,AAPL,UP,0.78,UP,0.78,DOWN,0,0
615,AAPL,UP,0.78,UP,0.78,UP,1,1
616,AAPL,UP,0.78,UP,0.78,HOLD,0,0
617,AAPL,UP,0.81,UP,0.81,HOLD,0,0
618,AAPL,UP,0.81,UP,0.81,UP,1,1
619,AAPL,UP,0.81,UP,0.81,UP,1,1
620,AAPL,UP,0.78,UP,0.78,UP,1,1
621,AAPL,UP,0.78,UP,0.78,UP,1,1
622,AAPL,UP,0.78,UP,0.78,DOWN,0,0
623,AAPL,UP,0.81,UP,0.81,HOLD,0,0
624,AAPL,UP,0.78,UP,0.78,UP,1,1
625,AAPL,UP,0.81,UP,0.81,UP,1,1
626,AAPL,UP,0.73,UP,0.73,DOWN,0,0
627,AAPL,UP,0.73,UP,0.73,DOWN,0,0
628,AAPL,UP,0.73,UP,0.73,HOLD,0,0
629,AAPL,UP,0.76,UP,0.76,UP,1,1
630,AAPL,UP,0.76,UP,0.76,HOLD,0,0
631,AAPL,UP,0.76,UP,0.76,UP,1,1
632,AAPL,UP,0.81,UP,0.81,UP,1,1
633,AAPL,UP,0.81,UP,0.81,UP,1,1
634,AAPL,UP,0.78,UP,0.78,HOLD,0,0
635,AAPL,UP,0.81,UP,0.81,HOLD,0,0
636,AAPL,UP,0.78,UP,0.78,HOLD,0,0
637,AAPL,UP,0.78,UP,0.78,HOLD,0,0
638,AAPL,UP,0.78,UP,0.78,DOWN,0,0
639,AAPL,UP,0.76,UP,0.76,DOWN,0,0
640,AAPL,UP,0.73,UP,0.73,DOWN,0,0
641,AAPL,UP,0.76,UP,0.76,DOWN,0,0
642,AAPL,UP,0.76,UP,0.76,HOLD,0,0
643,AAPL,UP,0.73,UP,0.73,HOLD,0,0
644,AAPL,UP,0.73,UP,0.73,UP,1,1
645,AAPL,UP,0.81,UP,0.81,UP,1,1
646,AAPL,UP,0.78,UP,0.78,UP,1,1
647,AAPL,UP,0.81,UP,0.81,DOWN,0,0
648,AAPL,UP,0.78,UP,0.78,UP,1,1
649,AAPL,UP,0.78,UP,0.78,UP,1,1
650,AAPL,UP,0.81,UP,0.81,HOLD,0,0
651,AAPL,UP,0.78,UP,0.78,DOWN,0,0
652,AAPL,UP,0.81,UP,0.81,HOLD,0,0
653,AAPL,UP,0.78,UP,0.78,HOLD,0,0
654,AAPL,UP,0.81,UP,0.81,DOWN,0,0
655,AAPL,UP,0.76,UP,0.76,HOLD,0,0
656,AAPL,UP,0.73,UP,0.73,UP,1,1
657,AAPL,UP,0.76,UP,0.76,HOLD,0,0
658,AAPL,UP,0.73,UP,0.73,UP,1,1
659,AAPL,UP,0.76,UP,0.76,UP,1,1
660,AAPL,UP,0.78,UP,0.78,UP,1,1
661,AAPL,UP,0.81,UP,0.81,HOLD,0,0
662,AAPL,UP,0.81,UP,0.81,DOWN,0,0
663,AAPL,UP,0.81,UP,0.81,UP,1,1
664,AAPL,UP,0.81,UP,0.81,UP,1,1
665,AAPL,UP,0.78,UP,0.78,HOLD,0,0
666,AAPL,UP,0.81,UP,0.81,DOWN,0,0
667,AAPL,UP,0.78,UP,0.78,DOWN,0,0
668,AAPL,UP,0.81,UP,0.81,DOWN,0,0
669,AAPL,UP,0.76,UP,0.76,UP,1,1
670,AAPL,UP,0.73,UP,0.73,UP,1,1
671,AAPL,UP,0.76,UP,0.76,UP,1,1
672,AAPL,UP,0.73,UP,0.73,UP,1,1
673,AAPL,UP,0.81,UP,0.81,HOLD,0,0
674,AAPL,UP,0.78,UP,0.78,HOLD,0,0
675,AAPL,UP,0.78,UP,0.78,UP,1,1
676,AAPL,UP,0.81,UP,0.81,UP,1,1
677,AAPL,UP,0.78,UP,0.78,DOWN,0,0
678,AAPL,UP,0.78,UP,0.78,DOWN,0,0
679,AAPL,UP,0.78,UP,0.78,UP,1,1
680,AAPL,UP,0.81,UP,0.81,DOWN,0,0
681,AAPL,UP,0.78,UP,0.78,HOLD,0,0
682,AAPL,UP,0.73,UP,0.73,HOLD,0,0
683,AAPL,UP,0.78,UP,0.78,HOLD,0,0
684,AAPL,UP,0.81,UP,0.81,UP,1,1
685,AAPL,UP,0.78,UP,0.78,HOLD,0,0
686,AAPL,UP,0.81,UP,0.81,DOWN,0,0
687,AAPL,UP,0.78,UP,0.78,HOLD,0,0
688,AAPL,UP,0.78,UP,0.78,UP,1,1
689,AAPL,UP,0.81,UP,0.81,DOWN,0,0
690,AAPL,UP,0.76,UP,0.76,DOWN,0,0
691,AAPL,UP,0.76,UP,0.76,UP,1,1
692,AAPL,UP,0.73,UP,0.73,HOLD,0,0
693,AAPL,UP,0.73,UP,0.73,UP,1,1
694,AAPL,UP,0.73,UP,0.73,DOWN,0,0
695,AAPL,UP,0.76,UP,0.76,UP,1,1
696,AAPL,UP,0.81,UP,0.81,UP,1,1
697,AAPL,UP,0.81,UP,0.81,HOLD,0,0
698,AAPL,UP,0.78,UP,0.78,DOWN,0,0
699,AAPL,UP,0.78,UP,0.78,HOLD,0,0
700,AAPL,UP,0.78,UP,0.78,UP,1,1
701,AAPL,UP,0.81,UP,0.81,UP,1,1
702,AAPL,UP,0.81,UP,0.81,HOLD,0,0
703,AAPL,UP,0.78,UP,0.78,HOLD,0,0
704,AAPL,UP,0.81,UP,0.81,UP,1,1
705,AAPL,UP,0.81,UP,0.81,HOLD,0,0
706,AAPL,UP,0.81,UP,0.81,HOLD,0,0
707,AAPL,UP,0.78,UP,0.78,HOLD,0,0
708,AAPL,UP,0.78,UP,0.78,HOLD,0,0
709,AAPL,UP,0.78,UP,0.78,HOLD,0,0
710,AAPL,UP,0.76,UP,0.76,HOLD,0,0
711,AAPL,UP,0.73,UP,0.73,HOLD,0,0
712,AAPL,UP,0.78,UP,0.78,UP,1,1
713,AAPL,UP,0.81,UP,0.81,DOWN,0,0
714,AAPL,UP,0.81,UP,0.81,HOLD,0,0
715,AAPL,UP,0.81,UP,0.81,HOLD,0,0
716,AAPL,UP,0.78,UP,0.78,DOWN,0,0
717,AAPL,UP,0.73,UP,0.73,HOLD,0,0
718,AAPL,UP,0.76,UP,0.76,HOLD,0,0
719,AAPL,UP,0.73,UP,0.73,DOWN,0,0
720,AAPL,UP,0.76,UP,0.76,UP,1,1
721,AAPL,UP,0.76,UP,0.76,UP,1,1
722,AAPL,UP,0.81,UP,0.81,HOLD,0,0
723,AAPL,UP,0.78,UP,0.78,HOLD,0,0
724,AAPL,UP,0.78,UP,0.78,HOLD,0,0
725,AAPL,UP,0.78,UP,0.78,UP,1,1
726,AAPL,UP,0.81,UP,0.81,UP,1,1
727,AAPL,UP,0.81,UP,0.81,DOWN,0,0
728,AAPL,UP,0.78,UP,0.78,DOWN,0,0
729,AAPL,UP,0.81,UP,0.81,DOWN,0,0
730,AAPL,UP,0.76,UP,0.76,HOLD,0,0
731,AAPL,UP,0.73,UP,0.73,HOLD,0,0
732,AAPL,UP,0.73,UP,0.73,UP,1,1
733,AAPL,UP,0.76,UP,0.76,HOLD,0,0
734,AAPL,UP,0.76,UP,0.76,HOLD,0,0
735,AAPL,UP,0.76,UP,0.76,DOWN,0,0
736,AAPL,UP,0.76,UP,0.76,HOLD,0,0
737,AAPL,UP,0.73,UP,0.73,DOWN,0,0
738,AAPL,UP,0.76,UP,0.76,HOLD,0,0
739,AAPL,UP,0.76,UP,0.76,UP,1,1
740,AAPL,UP,0.76,UP,0.76,DOWN,0,0
741,AAPL,UP,0.73,UP,0.73,UP,1,1
742,AAPL,UP,0.73,UP,0.73,UP,1,1
743,AAPL,UP,0.78,UP,0.78,HOLD,0,0
744,AAPL,UP,0.81,UP,0.81,HOLD,0,0
745,AAPL,UP,0.81,UP,0.81,HOLD,0,0
746,NVDA,HOLD,0.5,HOLD,0.5,UP,0,0
747,NVDA,HOLD,0.5,HOLD,0.5,UP,0,0
748,NVDA,HOLD,0.5,HOLD,0.5,UP,0,0
749,NVDA,HOLD,0.5,HOLD,0.5,UP,0,0
750,NVDA,HOLD,0.5,HOLD,0.5,DOWN,0,0
751,NVDA,HOLD,0.5,HOLD,0.5,DOWN,0,0
752,NVDA,HOLD,0.5,HOLD,0.5,UP,0,0
753,NVDA,UP,0.82,UP,0.82,UP,1,1
754,NVDA,UP,0.82,UP,0.82,HOLD,0,0
755,NVDA,UP,0.79,UP,0.79,HOLD,0,0
756,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
757,NVDA,DOWN,0.71,DOWN,0.71,UP,0,0
758,NVDA,DOWN,0.71,DOWN,0.71,DOWN,1,1
759,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
760,NVDA,HOLD,0.5,HOLD,0.5,UP,0,0
761,NVDA,HOLD,0.5,HOLD,0.5,UP,0,0
762,NVDA,DOWN,0.76,DOWN,0.76,DOWN,1,1
763,NVDA,DOWN,0.76,DOWN,0.76,HOLD,0,0
764,NVDA,DOWN,0.73,DOWN,0.73,UP,0,0
765,NVDA,UP,0.79,UP,0.79,HOLD,0,0
766,NVDA,HOLD,0.5,HOLD,0.5,UP,0,0
767,NVDA,HOLD,0.5,HOLD,0.5,DOWN,0,0
768,NVDA,HOLD,0.5,HOLD,0.5,UP,0,0
769,NVDA,UP,0.81,UP,0.81,UP,1,1
770,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
771,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
772,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
773,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
774,NVDA,DOWN,0.82,DOWN,0.82,HOLD,0,0
775,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
776,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
777,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
778,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
779,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
780,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
781,NVDA,DOWN,0.82,DOWN,0.82,UP,0,0
782,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
783,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
784,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
785,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
786,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
787,NVDA,DOWN,0.82,DOWN,0.82,HOLD,0,0
788,NVDA,DOWN,0.82,DOWN,0.82,UP,0,0
789,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
790,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
791,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
792,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
793,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
794,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
795,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
796,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
797,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
798,NVDA,DOWN,0.77,DOWN,0.77,HOLD,0,0
799,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
800,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
801,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
802,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
803,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
804,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
805,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
806,NVDA,DOWN,0.82,DOWN,0.82,UP,0,0
807,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
808,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
809,NVDA,DOWN,0.79,DOWN,0.79,HOLD,0,0
810,NVDA,DOWN,0.82,DOWN,0.82,UP,0,0
811,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
812,NVDA,DOWN,0.82,DOWN,0.82,UP,0,0
813,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
814,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
815,NVDA,DOWN,0.74,DOWN,0.74,HOLD,0,0
816,NVDA,DOWN,0.77,DOWN,0.77,HOLD,0,0
817,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
818,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
819,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
820,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
821,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
822,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
823,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
824,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
825,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
826,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
827,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
828,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
829,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
830,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
831,NVDA,DOWN,0.82,DOWN,0.82,UP,0,0
832,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
833,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
834,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
835,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
836,NVDA,DOWN,0.77,DOWN,0.77,HOLD,0,0
837,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
838,NVDA,DOWN,0.77,DOWN,0.77,HOLD,0,0
839,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
840,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
841,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
842,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
843,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
844,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
845,NVDA,DOWN,0.77,DOWN,0.77,HOLD,0,0
846,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
847,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
848,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
849,NVDA,DOWN,0.82,DOWN,0.82,UP,0,0
850,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
851,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
852,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
853,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
854,NVDA,DOWN,0.77,DOWN,0.77,HOLD,0,0
855,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
856,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
857,NVDA,DOWN,0.74,DOWN,0.74,HOLD,0,0
858,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
859,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
860,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
861,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
862,NVDA,DOWN,0.79,DOWN,0.79,DOWN,1,1
863,NVDA,DOWN,0.82,DOWN,0.82,UP,0,0
864,NVDA,DOWN,0.74,DOWN,0.74,HOLD,0,0
865,NVDA,DOWN,0.77,DOWN,0.77,HOLD,0,0
866,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
867,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
868,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
869,NVDA,DOWN,0.82,DOWN,0.82,UP,0,0
870,NVDA,DOWN,0.82,DOWN,0.82,UP,0,0
871,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
872,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
873,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
874,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
875,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
876,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
877,NVDA,DOWN,0.79,DOWN,0.79,DOWN,1,1
878,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
879,NVDA,DOWN,0.82,DOWN,0.82,UP,0,0
880,NVDA,DOWN,0.82,DOWN,0.82,HOLD,0,0
881,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
882,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
883,NVDA,DOWN,0.77,DOWN,0.77,HOLD,0,0
884,NVDA,DOWN,0.77,DOWN,0.77,HOLD,0,0
885,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
886,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
887,NVDA,DOWN,0.82,DOWN,0.82,HOLD,0,0
888,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
889,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
890,NVDA,DOWN,0.79,DOWN,0.79,DOWN,1,1
891,NVDA,DOWN,0.79,DOWN,0.79,HOLD,0,0
892,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
893,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
894,NVDA,DOWN,0.79,DOWN,0.79,HOLD,0,0
895,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
896,NVDA,DOWN,0.77,DOWN,0.77,HOLD,0,0
897,NVDA,DOWN,0.77,DOWN,0.77,HOLD,0,0
898,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
899,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
900,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
901,NVDA,DOWN,0.74,DOWN,0.74,HOLD,0,0
902,NVDA,DOWN,0.74,DOWN,0.74,DOWN,1,1
903,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
904,NVDA,DOWN,0.82,DOWN,0.82,UP,0,0
905,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
906,NVDA,DOWN,0.74,DOWN,0.74,HOLD,0,0
907,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
908,NVDA,DOWN,0.77,DOWN,0.77,HOLD,0,0
909,NVDA,DOWN,0.77,DOWN,0.77,DOWN,1,1
910,NVDA,DOWN,0.79,DOWN,0.79,DOWN,1,1
911,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
912,NVDA,DOWN,0.79,DOWN,0.79,DOWN,1,1
913,NVDA,DOWN,0.79,DOWN,0.79,DOWN,1,1
914,NVDA,DOWN,0.82,DOWN,0.82,UP,0,0
915,NVDA,DOWN,0.79,DOWN,0.79,HOLD,0,0
916,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
917,NVDA,DOWN,0.79,DOWN,0.79,HOLD,0,0
918,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
919,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
920,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
921,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
922,NVDA,DOWN,0.79,DOWN,0.79,UP,0,0
923,NVDA,DOWN,0.82,DOWN,0.82,DOWN,1,1
924,NVDA,DOWN,0.82,DOWN,0.82,UP,0,0
925,NVDA,DOWN,0.74,DOWN,0.74,UP,0,0
926,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
927,NVDA,DOWN,0.77,DOWN,0.77,UP,0,0
